Latest: Time (s),Latest: Position (m),Latest: Triceps Potential (V),Latest: Chest Potential (V)
0.137862,,0.216674805,-0.314941406
0.138195,,0.221252441,-0.319824219
0.138528,,0.221252441,-0.319824219
0.138861,,0.226135254,-0.319824219
0.139194,,0.231018066,-0.319824219
0.139527,,0.231018066,-0.319824219
0.13986,,0.235900879,-0.319824219
0.14,0.988644,,
0.140193,,0.235900879,-0.324401855
0.140526,,0.226135254,-0.319824219
0.140859,,0.231018066,-0.319824219
0.141192,,0.231018066,-0.319824219
0.141525,,0.226135254,-0.319824219
0.141858,,0.226135254,-0.324401855
0.142191,,0.226135254,-0.324401855
0.142524,,0.226135254,-0.319824219
0.142857,,0.226135254,-0.324401855
0.14319,,0.226135254,-0.319824219
0.143523,,0.226135254,-0.319824219
0.143856,,0.226135254,-0.319824219
0.144189,,0.226135254,-0.319824219
0.144522,,0.226135254,-0.319824219
0.144855,,0.226135254,-0.319824219
0.145188,,0.221252441,-0.314941406
0.145521,,0.221252441,-0.319824219
0.145854,,0.221252441,-0.319824219
0.146187,,0.221252441,-0.319824219
0.14652,,0.221252441,-0.314941406
0.146853,,0.221252441,-0.319824219
0.147186,,0.226135254,-0.319824219
0.147519,,0.221252441,-0.319824219
0.147852,,0.221252441,-0.319824219
0.148185,,0.221252441,-0.314941406
0.148518,,0.216674805,-0.319824219
0.148851,,0.221252441,-0.319824219
0.149184,,0.221252441,-0.314941406
0.149517,,0.216674805,-0.319824219
0.14985,,0.221252441,-0.319824219
0.150183,,0.211791992,-0.319824219
0.150516,,0.211791992,-0.319824219
0.150849,,0.211791992,-0.319824219
0.151182,,0.211791992,-0.319824219
0.151515,,0.211791992,-0.319824219
0.151848,,0.211791992,-0.324401855
0.152181,,0.211791992,-0.324401855
0.152514,,0.211791992,-0.329284668
0.152847,,0.211791992,-0.324401855
0.15318,,0.20690918,-0.324401855
0.153513,,0.211791992,-0.329284668
0.153846,,0.20690918,-0.324401855
0.154179,,0.20690918,-0.329284668
0.154512,,0.20690918,-0.324401855
0.154845,,0.20690918,-0.324401855
0.155178,,0.20690918,-0.329284668
0.155511,,0.20690918,-0.324401855
0.155844,,0.20690918,-0.319824219
0.156177,,0.211791992,-0.324401855
0.15651,,0.20690918,-0.324401855
0.156843,,0.20690918,-0.324401855
0.157176,,0.20690918,-0.324401855
0.157509,,0.20690918,-0.324401855
0.157842,,0.20690918,-0.329284668
0.158175,,0.202026367,-0.324401855
0.158508,,0.202026367,-0.329284668
0.158841,,0.20690918,-0.329284668
0.159174,,0.20690918,-0.324401855
0.159507,,0.20690918,-0.329284668
0.15984,,0.20690918,-0.329284668
0.16,0.98821,,
0.160173,,0.20690918,-0.324401855
0.160506,,0.20690918,-0.329284668
0.160839,,0.20690918,-0.324401855
0.161172,,0.202026367,-0.324401855
0.161505,,0.20690918,-0.329284668
0.161838,,0.202026367,-0.329284668
0.162171,,0.20690918,-0.324401855
0.162504,,0.20690918,-0.324401855
0.162837,,0.20690918,-0.324401855
0.16317,,0.211791992,-0.324401855
0.163503,,0.216674805,-0.324401855
0.163836,,0.221252441,-0.329284668
0.164169,,0.221252441,-0.324401855
0.164502,,0.226135254,-0.324401855
0.164835,,0.221252441,-0.319824219
0.165168,,0.226135254,-0.319824219
0.165501,,0.231018066,-0.319824219
0.165834,,0.235900879,-0.319824219
0.166167,,0.245666504,-0.319824219
0.1665,,0.250549316,-0.319824219
0.166833,,0.255432129,-0.319824219
0.167166,,0.260009766,-0.319824219
0.167499,,0.260009766,-0.319824219
0.167832,,0.260009766,-0.319824219
0.168165,,0.260009766,-0.319824219
0.168498,,0.260009766,-0.319824219
0.168831,,0.264892578,-0.319824219
0.169164,,0.260009766,-0.319824219
0.169497,,0.255432129,-0.319824219
0.16983,,0.260009766,-0.319824219
0.170163,,0.260009766,-0.319824219
0.170496,,0.255432129,-0.319824219
0.170829,,0.255432129,-0.319824219
0.171162,,0.255432129,-0.319824219
0.171495,,0.250549316,-0.314941406
0.171828,,0.250549316,-0.314941406
0.172161,,0.250549316,-0.319824219
0.172494,,0.245666504,-0.319824219
0.172827,,0.250549316,-0.319824219
0.17316,,0.250549316,-0.314941406
0.173493,,0.255432129,-0.319824219
0.173826,,0.260009766,-0.314941406
0.174159,,0.260009766,-0.319824219
0.174492,,0.264892578,-0.314941406
0.174825,,0.264892578,-0.319824219
0.175158,,0.264892578,-0.314941406
0.175491,,0.264892578,-0.319824219
0.175824,,0.264892578,-0.314941406
0.176157,,0.264892578,-0.314941406
0.17649,,0.264892578,-0.314941406
0.176823,,0.264892578,-0.314941406
0.177156,,0.264892578,-0.314941406
0.177489,,0.264892578,-0.314941406
0.177822,,0.260009766,-0.319824219
0.178155,,0.260009766,-0.319824219
0.178488,,0.260009766,-0.314941406
0.178821,,0.255432129,-0.319824219
0.179154,,0.255432129,-0.319824219
0.179487,,0.255432129,-0.319824219
0.17982,,0.255432129,-0.319824219
0.18,0.988748,,
0.180153,,0.250549316,-0.324401855
0.180486,,0.250549316,-0.319824219
0.180819,,0.250549316,-0.324401855
0.181152,,0.245666504,-0.324401855
0.181485,,0.250549316,-0.324401855
0.181818,,0.250549316,-0.329284668
0.182151,,0.245666504,-0.329284668
0.182484,,0.245666504,-0.329284668
0.182817,,0.245666504,-0.329284668
0.18315,,0.245666504,-0.324401855
0.183483,,0.245666504,-0.329284668
0.183816,,0.245666504,-0.329284668
0.184149,,0.240783691,-0.329284668
0.184482,,0.245666504,-0.329284668
0.184815,,0.240783691,-0.329284668
0.185148,,0.245666504,-0.329284668
0.185481,,0.240783691,-0.329284668
0.185814,,0.240783691,-0.324401855
0.186147,,0.240783691,-0.329284668
0.18648,,0.245666504,-0.324401855
0.186813,,0.240783691,-0.324401855
0.187146,,0.240783691,-0.324401855
0.187479,,0.235900879,-0.324401855
0.187812,,0.245666504,-0.319824219
0.188145,,0.245666504,-0.319824219
0.188478,,0.245666504,-0.319824219
0.188811,,0.245666504,-0.319824219
0.189144,,0.245666504,-0.319824219
0.189477,,0.240783691,-0.319824219
0.18981,,0.245666504,-0.319824219
0.190143,,0.245666504,-0.319824219
0.190476,,0.240783691,-0.319824219
0.190809,,0.240783691,-0.314941406
0.191142,,0.240783691,-0.314941406
0.191475,,0.240783691,-0.319824219
0.191808,,0.240783691,-0.319824219
0.192141,,0.235900879,-0.314941406
0.192474,,0.240783691,-0.319824219
0.192807,,0.235900879,-0.319824219
0.19314,,0.240783691,-0.319824219
0.193473,,0.235900879,-0.319824219
0.193806,,0.235900879,-0.319824219
0.194139,,0.235900879,-0.319824219
0.194472,,0.231018066,-0.319824219
0.194805,,0.231018066,-0.319824219
0.195138,,0.231018066,-0.319824219
0.195471,,0.226135254,-0.319824219
0.195804,,0.226135254,-0.319824219
0.196137,,0.226135254,-0.319824219
0.19647,,0.226135254,-0.319824219
0.196803,,0.226135254,-0.319824219
0.197136,,0.226135254,-0.319824219
0.197469,,0.226135254,-0.319824219
0.197802,,0.226135254,-0.319824219
0.198135,,0.221252441,-0.319824219
0.198468,,0.221252441,-0.319824219
0.198801,,0.221252441,-0.319824219
0.199134,,0.221252441,-0.319824219
0.199467,,0.221252441,-0.319824219
0.1998,,0.221252441,-0.319824219
0.2,0.98854,,
0.200133,,0.221252441,-0.314941406
0.200466,,0.221252441,-0.319824219
0.200799,,0.221252441,-0.319824219
0.201132,,0.221252441,-0.319824219
0.201465,,0.221252441,-0.324401855
0.201798,,0.221252441,-0.319824219
0.202131,,0.221252441,-0.324401855
0.202464,,0.216674805,-0.324401855
0.202797,,0.216674805,-0.319824219
0.20313,,0.216674805,-0.319824219
0.203463,,0.216674805,-0.319824219
0.203796,,0.216674805,-0.324401855
0.204129,,0.216674805,-0.329284668
0.204462,,0.211791992,-0.324401855
0.204795,,0.211791992,-0.329284668
0.205128,,0.211791992,-0.329284668
0.205461,,0.20690918,-0.324401855
0.205794,,0.20690918,-0.329284668
0.206127,,0.20690918,-0.324401855
0.20646,,0.211791992,-0.324401855
0.206793,,0.20690918,-0.324401855
0.207126,,0.211791992,-0.324401855
0.207459,,0.216674805,-0.329284668
0.207792,,0.211791992,-0.324401855
0.208125,,0.216674805,-0.319824219
0.208458,,0.221252441,-0.324401855
0.208791,,0.221252441,-0.324401855
0.209124,,0.226135254,-0.324401855
0.209457,,0.231018066,-0.324401855
0.20979,,0.235900879,-0.324401855
0.210123,,0.235900879,-0.319824219
0.210456,,0.235900879,-0.324401855
0.210789,,0.235900879,-0.329284668
0.211122,,0.235900879,-0.324401855
0.211455,,0.235900879,-0.324401855
0.211788,,0.235900879,-0.324401855
0.212121,,0.231018066,-0.324401855
0.212454,,0.235900879,-0.324401855
0.212787,,0.235900879,-0.329284668
0.21312,,0.226135254,-0.329284668
0.213453,,0.235900879,-0.329284668
0.213786,,0.235900879,-0.324401855
0.214119,,0.240783691,-0.329284668
0.214452,,0.245666504,-0.329284668
0.214785,,0.250549316,-0.329284668
0.215118,,0.260009766,-0.329284668
0.215451,,0.260009766,-0.329284668
0.215784,,0.260009766,-0.329284668
0.216117,,0.264892578,-0.329284668
0.21645,,0.264892578,-0.324401855
0.216783,,0.260009766,-0.324401855
0.217116,,0.264892578,-0.329284668
0.217449,,0.264892578,-0.329284668
0.217782,,0.264892578,-0.329284668
0.218115,,0.274658203,-0.329284668
0.218448,,0.274658203,-0.329284668
0.218781,,0.279541016,-0.329284668
0.219114,,0.284423828,-0.329284668
0.219447,,0.284423828,-0.324401855
0.21978,,0.294189453,-0.329284668
0.22,0.988418,,
0.220113,,0.299072266,-0.329284668
0.220446,,0.299072266,-0.329284668
0.220779,,0.303649902,-0.329284668
0.221112,,0.303649902,-0.324401855
0.221445,,0.303649902,-0.324401855
0.221778,,0.299072266,-0.324401855
0.222111,,0.299072266,-0.319824219
0.222444,,0.299072266,-0.324401855
0.222777,,0.299072266,-0.324401855
0.22311,,0.299072266,-0.319824219
0.223443,,0.299072266,-0.324401855
0.223776,,0.299072266,-0.324401855
0.224109,,0.294189453,-0.329284668
0.224442,,0.299072266,-0.324401855
0.224775,,0.299072266,-0.324401855
0.225108,,0.299072266,-0.324401855
0.225441,,0.299072266,-0.329284668
0.225774,,0.299072266,-0.329284668
0.226107,,0.303649902,-0.324401855
0.22644,,0.303649902,-0.329284668
0.226773,,0.299072266,-0.329284668
0.227106,,0.303649902,-0.329284668
0.227439,,0.303649902,-0.324401855
0.227772,,0.299072266,-0.33416748
0.228105,,0.299072266,-0.329284668
0.228438,,0.299072266,-0.329284668
0.228771,,0.299072266,-0.33416748
0.229104,,0.299072266,-0.329284668
0.229437,,0.299072266,-0.329284668
0.22977,,0.299072266,-0.329284668
0.230103,,0.299072266,-0.329284668
0.230436,,0.299072266,-0.329284668
0.230769,,0.299072266,-0.329284668
0.231102,,0.299072266,-0.329284668
0.231435,,0.303649902,-0.329284668
0.231768,,0.299072266,-0.319824219
0.232101,,0.299072266,-0.324401855
0.232434,,0.299072266,-0.324401855
0.232767,,0.303649902,-0.319824219
0.2331,,0.303649902,-0.324401855
0.233433,,0.303649902,-0.319824219
0.233766,,0.303649902,-0.319824219
0.234099,,0.313415527,-0.319824219
0.234432,,0.313415527,-0.319824219
0.234765,,0.308532715,-0.319824219
0.235098,,0.313415527,-0.319824219
0.235431,,0.313415527,-0.319824219
0.235764,,0.31829834,-0.324401855
0.236097,,0.328063965,-0.324401855
0.23643,,0.328063965,-0.329284668
0.236763,,0.33782959,-0.324401855
0.237096,,0.342407227,-0.324401855
0.237429,,0.342407227,-0.329284668
0.237762,,0.342407227,-0.324401855
0.238095,,0.342407227,-0.324401855
0.238428,,0.347290039,-0.329284668
0.238761,,0.342407227,-0.329284668
0.239094,,0.342407227,-0.329284668
0.239427,,0.342407227,-0.329284668
0.23976,,0.342407227,-0.329284668
0.24,0.988262,,
0.240093,,0.342407227,-0.329284668
0.240426,,0.342407227,-0.329284668
0.240759,,0.33782959,-0.329284668
0.241092,,0.33782959,-0.329284668
0.241425,,0.33782959,-0.329284668
